,Drug Name,Cell Line Name,ic50
1953,150412,MOG-G-CCM,4.2092094
1954,Bromosporine,D-247MG,3.052661
1955,Dihydrorotenone,no-11,2.519765
1956,Fulvestrant,LNZTA3WT4,3.7618685
1957,Tozasertib,U-118-MG,4.26466
1958,Elesclomol,D-392MG,-1.1599736
1959,Acetalax,LNZTA3WT4,5.7336903
1960,IWP-2,MOG-G-CCM,3.7156744
1961,743380,JM1,0.7914686
1962,UNC0638,D-247MG,5.373843
1963,Pyridostatin,LNZTA3WT4,3.7231636
1964,Temsirolimus,CRO-AP2,-3.1129937
1965,Tretinoin,M059J,4.3548737
1966,776928,CTB-1,2.8004713
1967,615590,SU-DHL-4,2.9859896
1968,Tretinoin,Becker,4.6732893
1969,Topotecan,LNZTA3WT4,-0.3140416
1970,Vincristine,SF126,-2.2731695
1971,741909,NMC-G1,5.522743
1972,MIM1,no-10,4.003787
1973,MN-64,LNZTA3WT4,4.617713
1974,630600,SNB75,3.6529055
1975,Piperlongumine,A172,2.1998253
1976,SB505124,KALS-1,5.3610353
1977,Piperlongumine,SF268,2.7804794
1978,Entinostat,MOG-G-UVW,1.4166346
1979,765771,SU-DHL-4,2.1679153
1980,glutathione,RL,8.233097
1981,CHIR-99021,SF268,4.715554
1982,Bleomycin,OCI-LY-19,1.8703213
1983,720427,SNB75,4.42774
1984,Schweinfurthin A,Hs-683,0.05741787
1985,SB505124,D-263MG,5.151849
1986,TW 37,JEKO-1,0.22129822
1987,LMP744,SNB75,0.6206026
1988,MK-8776,GI-1,3.2670565
1989,Niraparib,MOG-G-CCM,5.1246576
1990,BEN,SF295,3.7160625
1991,AZD6482,SF539,2.546277
1992,OF-1,MOG-G-UVW,4.4681892
1993,AZD5991,KNS-42,5.9333916
1994,50869,D-566MG,2.28026
1995,776928,MC116,2.3902283
1996,150412,JM1,2.290265
1997,AZD5153,NU-DUL-1,-2.418913
1998,N-acetyl cysteine,KNS-81-FD,10.166899
1999,TW 37,GB-1,-0.17676687
2000,AZD5991,MOG-G-CCM,5.361519
2001,Carmustine,D-502MG,6.7674074
2002,SL0101,SU-DHL-8,4.4650984
2003,ICL-SIRT078,SU-DHL-6,1.7904339
2004,Piperlongumine,A3-KAW,0.8718376
2005,AZD5991,Hs-683,2.5968227
2006,Obatoclax Mesylate,KNS-42,2.096531
2007,Remodelin,GAMG,5.595045
2008,BX795,YH-13,2.4698582
2009,MIM1,MC116,2.310564
2010,Remodelin,no-10,4.2854347
2011,Bortezomib,LNZTA3WT4,-5.2064643
2012,AMG-319,GI-1,4.360835
2013,Remodelin,Farage,4.267433
2014,PF-4708671,TUR,2.943184
2015,Picolinici-acid,MOG-G-UVW,5.521489
2016,JQ1,RC-K8,0.9139242
2017,Mycophenolic acid,D-502MG,1.7038107
2018,TW 37,GRANTA-519,0.42347145
2019,UNC0638,OCI-LY-19,2.3636465
2020,776928,NMC-G1,7.844102
2021,KRAS (G12C) Inhibitor-12,WSU-DLCL2,2.1193876
2022,POMHEX,SU-DHL-16,-1.3115349
2023,A-366,Hs-683,4.4582214
2024,Dihydrorotenone,D-247MG,1.6234446
2025,667880,MOG-G-UVW,0.6185522
2026,GSK269962A,MOG-G-CCM,1.5999537
2027,Ruxolitinib,LNZTA3WT4,4.967496
2028,729189,WSU-DLCL2,2.8718185
2029,POMHEX,MC116,0.1602068
2030,CCT-018159,U-118-MG,4.256627
2031,Schweinfurthin A,WSU-DLCL2,-2.292183
2032,50869,WSU-DLCL2,1.153265
2033,Alpelisib,LNZTA3WT4,3.9883022
2034,Obatoclax Mesylate,SNB75,1.6619396
2035,AZD1208,D-566MG,4.772069
2036,123829,JM1,2.2807436
2037,Piperlongumine,M059J,2.3218718
2038,GSK269962A,LN-18,2.1965256
2039,AZ960,WSU-DLCL2,1.2027063
2040,Schweinfurthin A,no-10,0.38997173
2041,Piperlongumine,KARPAS-1106P,2.086917
2042,GSK2801,OCI-LY-19,3.7530107
2043,SB505124,DK-MG,4.9616203
2044,L-Oxonoreleagnine,JM1,2.3093834
2045,Vismodegib,RC-K8,4.7612743
2046,CHIR-99021,KARPAS-1106P,3.1081152
2047,EHT-1864,RC-K8,3.6998043
2048,Bicalutamide,DBTRG-05MG,6.494197
2049,PF-4708671,AM-38,3.7520638
2050,AZD5438,D-247MG,2.9866877
2051,TW 37,KNS-42,2.5973063
2052,Piperlongumine,LN-405,3.9097528
2053,A-366,CTB-1,3.1115303
2054,Bicalutamide,GI-1,4.2580366
2055,AGI-6780,MOG-G-UVW,5.0366096
2056,CCT-018159,GRANTA-519,4.5197535
2057,MIM1,Hs-683,3.4101028
2058,AZD5438,D-336MG,1.7898903
2059,Temsirolimus,M059J,-1.6991434
2060,Nelarabine,JEKO-1,4.6220074
2061,Piperlongumine,DK-MG,3.1388264
2062,720427,D-336MG,4.2071676
2063,Venetoclax,LNZTA3WT4,1.2821827
2064,Topotecan,CTB-1,-1.993515
2065,Vinblastine,RL,-5.985782
2066,GSK269962A,VAL,1.4577093
2067,L-Oxonoreleagnine,D-566MG,2.8883781
2068,Mitoxantrone,KNS-42,2.2287521
2069,CPI-637,DOHH-2,1.2786932
2070,Methotrexate,SF539,-0.9364557
2071,Elesclomol,KALS-1,-0.50438404
2072,123829,SF295,2.1676283
2073,Vincristine,D-566MG,-2.8904252
2074,Vincristine,KNS-81-FD,1.2715521
2075,Vincristine,no-11,0.23807621
2076,Bleomycin,D-423MG,1.8750057
2077,GSK269962A,Becker,2.0100117
2078,Dacarbazine,SU-DHL-4,4.019017
2079,Schweinfurthin A,MC116,-1.7894306
2080,GSK2801,JEKO-1,3.4194117
2081,AZD1332,no-10,4.0778646
2082,TW 37,SF126,-0.16751385
2083,BEN,NU-DUL-1,1.461442
2084,Wnt-C59,LNZTA3WT4,4.650652
2085,123829,no-11,4.442111
2086,PCI-34051,LNZTA3WT4,4.368065
2087,BX795,SCC-3,1.7264242
2088,Mycophenolic acid,RL,-0.6338415
2089,GSK2110183B,MOG-G-CCM,3.2196722
2090,AZD6482,SU-DHL-8,3.8908234
2091,Tretinoin,LNZTA3WT4,4.7365646
2092,Topotecan,MC116,-2.302423
2093,N-acetyl cysteine,Hs-683,10.142792
2094,AGI-6780,LNZTA3WT4,4.622057
2095,SL0101,LN-229,5.415948
2096,Fludarabine,CRO-AP2,4.4923887
2097,Wnt-C59,MOG-G-CCM,5.5380983
2098,CCT-018159,D-263MG,3.067998
2099,BX795,LN-405,4.354288
2100,VE-822,MOG-G-CCM,5.407874
2101,741909,Hs-683,0.8747511
2102,123829,KNS-42,3.487585
2103,AZD5438,OCI-LY-19,0.7421799
2104,Elesclomol,SLVL,-3.2078338
2105,ICL-SIRT078,RL,3.4860153
2106,Podophyllotoxin bromide,LNZTA3WT4,-0.28077412
2107,GSK2801,no-11,5.6043835
2108,POMHEX,NU-DUL-1,-0.57702875
2109,Teniposide,D-502MG,0.91504574
2110,Dinaciclib,MOG-G-CCM,-2.4923835
2111,N-acetyl cysteine,D-566MG,10.028961
2112,Sinularin,SNB75,3.6589184
2113,Daporinad,AM-38,-2.5069737
2114,Nelarabine,KNS-42,6.072612
2115,Podophyllotoxin bromide,YKG-1,-0.43772602
2116,LMP744,NMC-G1,3.0377293
2117,Cytarabine,D-423MG,0.7329807
2118,UNC0379,KNS-81-FD,4.3866844
2119,667880,LNZTA3WT4,1.1415558
2120,MIM1,Farage,1.9753246
2121,743380,WSU-DLCL2,1.8596125
2122,AZD1208,D-542MG,5.40746
2123,GSK269962A,KINGS-1,2.6683826
2124,5-azacytidine,D-566MG,1.7837591
2125,SGC-CBP30,no-11,5.001892
2126,SGC-CBP30,D-566MG,4.0320444
2127,Bicalutamide,YH-13,4.898636
2128,Elesclomol,GRANTA-519,-2.511458
2129,A-366,D-423MG,3.814313
2130,A-366,D-336MG,4.6786184
2131,Vinblastine,D-247MG,-2.7501702
2132,743380,no-10,2.6898327
2133,Cytarabine,SU-DHL-16,-1.5578351
2134,Fludarabine,KNS-81-FD,4.955818
2135,Cytarabine,KNS-81-FD,2.7122183
2136,Fludarabine,SU-DHL-16,3.328373
2137,Piperlongumine,D-263MG,2.5648432
2138,Nelarabine,no-11,6.8830643
2139,glutathione,JEKO-1,8.271137
2140,Nelarabine,YKG-1,6.307455
2141,Ibrutinib,WSU-DLCL2,2.169016
2142,PCI-34051,MOG-G-CCM,5.603364
2143,AZD6482,YH-13,2.987093
2144,GSK2830371,MC116,3.2005167
2145,Cytarabine,DOHH-2,-2.3299413
2146,Romidepsin,no-10,-6.2228127
2147,720427,NU-DUL-1,3.2315607
2148,Bicalutamide,JSC-1,3.7964869
2149,Topotecan,D-336MG,0.20047283
2150,AZD5991,D-423MG,3.6607714
2151,743380,SF295,2.4072227
2152,Dacarbazine,SU-DHL-16,4.1478977
2153,AZD5438,SF295,2.3622055
2154,AZD8055,SU-DHL-16,-2.6261177
2155,CHIR-99021,H4,4.3337984
2156,Daporinad,TUR,-5.24817
2157,L-Oxonoreleagnine,CTB-1,2.1535692
2158,Bicalutamide,RC-K8,4.2588673
2159,LMP744,no-11,1.7194262
2160,Fludarabine,SF126,4.703129
2161,VE821,A3-KAW,1.723752
2162,Piperlongumine,TUR,1.4706507
2163,CHIR-99021,KINGS-1,5.688285
2164,Daporinad,SCC-3,-5.0916195
2165,Podophyllotoxin bromide,no-11,1.4023361
2166,741909,D-423MG,1.51614
2167,TW 37,SF268,1.7056751
2168,Epirubicin,LNZTA3WT4,-1.658421
2169,Bleomycin,SNB75,2.6634626
2170,Dihydrorotenone,D-336MG,1.5124741
2171,Mycophenolic acid,SU-DHL-4,0.218009
2172,AZD8055,CRO-AP2,-1.9624448
2173,CHIR-99021,SW1088,4.912923
2174,765771,CTB-1,3.2267551
2175,Schweinfurthin A,RL,-2.1275492
2176,50869,D-542MG,2.4584484
2177,CHIR-99021,SU-DHL-10,2.3063831
2178,AZD8186,LNZTA3WT4,3.3546448
2179,AZD6482,CAS-1,3.6992855
2180,741909,SU-DHL-16,1.2458315
2181,Nelarabine,D-247MG,6.3953295
2182,AZD5153,MOG-G-UVW,0.17057323
2183,IOX2,JSC-1,1.0276814
2184,Gallibiscoquinazole,D-336MG,1.8762722
2185,UNC0379,D-247MG,3.6366253
2186,AZD1208,MC116,3.9020958
2187,CZC24832,MOG-G-UVW,5.153014
2188,Cytarabine,CRO-AP2,-0.70551443
2189,Elesclomol,LNZTA3WT4,-1.6748552
2190,alpha-lipoic acid,D-566MG,7.6899366
2191,Bicalutamide,CAS-1,4.924488
2192,CHIR-99021,GB-1,4.908372
2193,PF-4708671,KARPAS-1106P,3.1747675
2194,L-Oxonoreleagnine,MC116,2.1376438
2195,Elesclomol,KINGS-1,-0.1988473
2196,615590,WSU-DLCL2,2.8580875
2197,Zoledronate,D-423MG,3.0407324
2198,Tretinoin,H4,3.502616
2199,Sabutoclax,MOG-G-UVW,-1.0283718
2200,AZD1208,MOG-G-UVW,5.4668503
2201,Tozasertib,YH-13,2.7936401
2202,BX795,KS-1,3.0133562
2203,Teniposide,SF126,-1.0694284
2204,Daporinad,JSC-1,-4.3235245
2205,POMHEX,JM1,-0.4011464
2206,615590,D-502MG,4.588128
2207,L-Oxonoreleagnine,no-11,4.3795357
2208,Tretinoin,LN-18,5.2124043
2209,765771,MC116,2.1427336
2210,GSK269962A,SU-DHL-10,0.17470837
2211,GSK269962A,SW1088,1.6660919
2212,GSK1904529A,LNZTA3WT4,4.2452364
2213,BX795,SU-DHL-5,1.4227266
2214,AZD1332,SNB75,3.540326
2215,PRIMA-1MET,WSU-DLCL2,1.480875
2216,CPI-637,SU-DHL-16,1.9085894
2217,SGC-CBP30,KNS-42,4.7199316
2218,POMHEX,CRO-AP2,-0.4493804
2219,OTX015,MOG-G-UVW,0.45851612
2220,AGK2,SU-DHL-4,2.6189308
2221,741909,D-247MG,1.807312
2222,GSK269962A,LN-405,3.0512218
2223,Dihydrorotenone,MOG-G-UVW,1.0989895
2224,L-Oxonoreleagnine,SF126,2.8013525
2225,CHIR-99021,SU-DHL-8,2.3567257
2226,AZD5991,WSU-DLCL2,-2.935958
2227,Sabutoclax,DOHH-2,-2.77348
2228,PF-4708671,42-MG-BA,3.8279018
2229,Bicalutamide,U-118-MG,5.282901
2230,SB505124,SLVL,3.6728153
2231,Piperlongumine,TK,1.5927877
2232,50869,KNS-42,3.3128147
2233,Vinblastine,DOHH-2,-6.422147
2234,TW 37,SU-DHL-5,-1.7927041
2235,CHIR-99021,BC-1,3.0379992
2236,LMP744,KNS-42,1.7692499
2237,L-Oxonoreleagnine,D-542MG,3.376709
2238,615590,SF295,3.8823948
2239,Vincristine,CRO-AP2,-5.469461
2240,glutathione,NU-DUL-1,8.043009
2241,GSK269962A,SF539,0.84550667
2242,A-366,DOHH-2,2.7184477
2243,AZD5991,OCI-LY-19,-0.11668491
2244,TW 37,D-247MG,0.54472256
2245,AZD1208,D-336MG,5.312252
2246,Elesclomol,VAL,-3.901691
2247,CPI-637,SF126,3.9402905
2248,Vinblastine,Hs-683,-4.579035
2249,Mitoxantrone,NU-DUL-1,-2.8588095
2250,729189,SNB75,3.9444256
2251,741909,SNB75,3.045164
2252,5-azacytidine,SU-DHL-16,1.079956
2253,615590,RL,3.3858519
2254,UMI-77,SNB75,3.079008
2255,AZD2014,D-542MG,2.5248117
2256,Zoledronate,RL,3.4821777
2257,Gallibiscoquinazole,CTB-1,2.0093288
2258,GSK2606414,SU-DHL-6,1.8708811
2259,alpha-lipoic acid,D-502MG,8.345325
2260,AZD5438,no-11,4.033655
2261,Bromosporine,NU-DUL-1,0.16564846
2262,Elesclomol,BC-1,-3.7194338
2263,UNC0638,YKG-1,4.8812027
2264,Methotrexate,A4-Fuk,-1.2473531
2265,Fludarabine,no-11,6.037304
2266,GSK2110183B,WSU-DLCL2,-1.8287654
2267,Nelarabine,Hs-683,5.9290085
2268,N-acetyl cysteine,SU-DHL-16,9.271549
2269,Mitoxantrone,JEKO-1,-1.9344587
2270,LMP744,SF295,-2.0914302
2271,PF-4708671,RC-K8,3.4305878
2272,glutathione,SU-DHL-4,8.544109
2273,Picolinici-acid,LNZTA3WT4,5.38558
2274,Remodelin,SNB75,4.8817186
2275,BIBR-1532,JSC-1,3.9755507
2276,Schweinfurthin A,D-423MG,0.21840572
2277,LMP744,CTB-1,-3.4975948
2278,Elesclomol,LN-405,-0.38792944
2279,Fludarabine,SF295,4.9697714
2280,615590,OCI-LY-19,3.0792742
2281,AZD6482,SK-MG-1,3.1627026
2282,Acetalax,KNS-81-FD,4.9370375
2283,Tozasertib,LN-405,5.0857
2284,TW 37,LN-229,2.126811
2285,UNC0638,D-542MG,4.8577013
2286,Nelarabine,SF126,5.387825
2287,Teniposide,D-542MG,1.5399246
2288,Elesclomol,DK-MG,-0.30866528
2289,Dacarbazine,WSU-DLCL2,4.6799774
2290,BX795,MOG-G-CCM,2.9417477
2291,AZD5991,LNZTA3WT4,4.312583
2292,776928,YKG-1,4.7257977
2293,AZD5153,SU-DHL-4,-0.1807146
2294,PF-4708671,SF539,3.5578127
2295,765771,OCI-LY-19,2.4355078
2296,Tretinoin,JSC-1,3.8080597
2297,TW 37,U-118-MG,0.9527769
2298,AZD5991,D-247MG,5.19697
2299,IOX2,U-118-MG,2.3618279
2300,TW 37,OCI-LY-19,-1.2363467
2301,Carmustine,WSU-DLCL2,5.0491295
2302,GSK-LSD1,MOG-G-UVW,2.2549744
2303,Carmustine,SF126,5.407403
2304,Tozasertib,LN-18,3.3861141
2305,123138,MOG-G-UVW,2.3359585
2306,A-366,JEKO-1,2.70714
2307,Topotecan,JM1,-2.6044412
2308,720427,NMC-G1,6.011962
2309,Zoledronate,YKG-1,3.6692944
2310,Remodelin,SLVL,4.354006
2311,776928,SNB75,4.07545
2312,Fludarabine,JM1,2.8180094
2313,Dacarbazine,SF126,4.94366
2314,720427,YKG-1,3.7532644
2315,Cyclophosphamide,LNZTA3WT4,5.33663
2316,Motesanib,U-87-MG,5.384659
2317,Tretinoin,BC-1,3.3595781
2318,Nelarabine,WSU-DLCL2,5.2040644
2319,OF-1,WSU-DLCL2,3.400756
2320,A-366,RL,2.4884691
2321,Ibrutinib,MOG-G-CCM,5.247692
2322,MK-8776,LNZTA3WT4,2.4669514
2323,5-azacytidine,D-502MG,3.8373785
2324,LMP744,CRO-AP2,-4.192993
2325,TW 37,SCC-3,0.14536
2326,TW 37,TK,0.9475584
2327,Tretinoin,KS-1,3.818594
2328,Cisplatin,SU-DHL-4,2.2120428
2329,Cytarabine,RL,-1.8745875
2330,Daporinad,DK-MG,-2.0045347
2331,Dabrafenib,LNZTA3WT4,4.468196
2332,POMHEX,YKG-1,3.1258268
2333,PF-4708671,WSU-DLCL2,2.6832447
2334,UNC0638,RL,2.57442
2335,Bleomycin,no-11,3.829217
2336,CCT-018159,LN-229,4.0105867
2337,50869,SF295,2.5243788
2338,N-acetyl cysteine,OCI-LY-19,9.593918
2339,Tretinoin,VAL,4.3904257
2340,AZD5438,KNS-81-FD,4.5300217
2341,IWP-2,LNZTA3WT4,2.6990662
2342,Carmustine,KNS-81-FD,6.623356
2343,alpha-lipoic acid,CRO-AP2,6.1892414
2344,Cisplatin,YKG-1,2.6487331
2345,Bromosporine,D-336MG,2.8426437
2346,Teniposide,MC116,-2.6266885
2347,Podophyllotoxin bromide,MOG-G-CCM,-0.31267643
2348,Dihydrorotenone,LNZTA3WT4,1.074316
2349,WIKI4,LNZTA3WT4,3.6131268
2350,AZD5438,MOG-G-CCM,2.883441
2351,Cytarabine,SF295,0.6903753
2352,Bromosporine,SU-DHL-4,1.7190485
2353,765771,CRO-AP2,1.4429092
2354,Schweinfurthin A,MOG-G-UVW,-0.97363424
2355,IOX2,LN-405,2.5617409
2356,IOX2,KINGS-1,3.6693096
2357,630600,D-336MG,1.9831972
2358,123138,D-336MG,2.065298
2359,GSK-LSD1,D-336MG,2.5525913
2360,AZD5363,LNZTA3WT4,2.326437
2361,Sinularin,D-247MG,3.8721132
2362,AZD1208,MOG-G-CCM,5.8183517
2363,UNC0638,Hs-683,4.631564
2364,LMP744,D-336MG,-1.2739129
2365,POMHEX,D-336MG,1.6022463
2366,IOX2,AM-38,1.2098742
2367,AGK2,Hs-683,3.1966228
2368,L-Oxonoreleagnine,CRO-AP2,2.830142
2369,A-366,OCI-LY-19,3.2653303
2370,123829,D-502MG,3.0123901
2371,BX795,KARPAS-422,2.419917
2372,Podophyllotoxin bromide,D-336MG,-1.1474743
2373,ICL-SIRT078,no-10,4.6761007
2374,Piperlongumine,D-392MG,3.3114595
2375,Elesclomol,SF268,-1.0726433
2376,GSK269962A,KARPAS-422,0.80105305
2377,ICL-SIRT078,Farage,1.5949974
2378,AZD1208,KNS-42,5.3136234
2379,Daporinad,U-87-MG,-2.7197375
2380,TW 37,SU-DHL-16,-2.397684
2381,Daporinad,RC-K8,-4.688396
2382,A-366,YKG-1,4.3654413
2383,Vincristine,Hs-683,-3.2225409
2384,WEHI-539,SU-DHL-8,2.9282312
2385,Schweinfurthin A,NMC-G1,3.2240953
2386,765771,SF295,3.3915567
2387,SB505124,SU-DHL-6,0.63850117
2388,Tretinoin,U-118-MG,5.31579
2389,CZC24832,LNZTA3WT4,5.301049
2390,AZD1332,D-336MG,2.1415138
2391,AZD5991,JM1,1.764143
2392,AZD6482,WSU-DLCL2,1.0902176
2393,GSK269962A,YH-13,1.4151821
2394,ZM447439,U-87-MG,4.346695
2395,POMHEX,D-502MG,3.0345964
2396,Leflunomide,LNZTA3WT4,4.8938227
2397,SB505124,A172,4.9874153
2398,AZD5991,D-566MG,2.302371
2399,Topotecan,YKG-1,-0.8420534
2400,AGK2,NU-DUL-1,2.3996
2401,Schweinfurthin A,SF126,0.27876472
2402,L-Oxonoreleagnine,SF295,3.2764978
2403,BEN,CTB-1,2.256297
2404,CHIR-99021,A4-Fuk,2.9876804
2405,UNC0638,DOHH-2,1.1866751
2406,Remodelin,M059J,5.817278
2407,GSK2830371,Farage,3.0705042
2408,615590,CRO-AP2,3.2226372
2409,150412,WSU-DLCL2,2.3865328
2410,Gallibiscoquinazole,KNS-42,2.4525204
2411,POMHEX,JEKO-1,-0.253819
2412,Remodelin,KARPAS-1106P,4.610546
2413,Vincristine,SF295,-1.5389414
2414,Teniposide,WSU-DLCL2,-1.5002298
2415,Romidepsin,SNB75,-5.2849016
2416,GSK269962A,JSC-1,1.243227
2417,TW 37,U251,0.7958784
2418,743380,NU-DUL-1,1.1191664
2419,630600,MOG-G-UVW,1.175211
2420,Sinularin,SU-DHL-4,2.4425125
2421,Tretinoin,GI-1,3.6649914
2422,Mycophenolic acid,SF295,0.11783314
2423,A-366,D-247MG,5.5467253
2424,BX795,D-392MG,3.5598545
2425,BEN,KNS-81-FD,5.2066336
2426,667880,KNS-42,2.0334597
2427,IOX2,SK-MG-1,2.213358
2428,Piperlongumine,KARPAS-422,2.1388474
2429,MIM1,LNZTA3WT4,3.3995428
2430,UMI-77,KNS-81-FD,2.792612
2431,AZD5438,SNB75,3.5924969
2432,Piperlongumine,LNZTA3WT4,2.4548922
2433,Acetalax,Hs-683,5.1208487
2434,Nelarabine,MC116,4.647217
2435,SL0101,U-118-MG,5.89917
2436,GSK269962A,A3-KAW,0.27092934
2437,123829,YKG-1,2.2701159
2438,743380,MC116,1.035471
2439,SB505124,TUR,3.567172
2440,Daporinad,SK-MG-1,-3.625012
2441,UMI-77,KNS-42,3.308035
2442,Nelarabine,SU-DHL-16,4.666336
2443,Fludarabine,YKG-1,5.426528
2444,N-acetyl cysteine,JM1,9.390488
2445,AZD2014,LNZTA3WT4,1.983387
2446,TW 37,Farage,-0.5655985
2447,150412,KNS-81-FD,4.1431274
2448,PF-4708671,M059J,4.510291
2449,150412,D-566MG,3.0900764
2450,XAV939,MOG-G-UVW,4.091651
2451,150412,SU-DHL-4,2.5452375
2452,743380,MOG-G-UVW,0.44309235
2453,VE-822,MOG-G-UVW,3.1776075
2454,Dihydrorotenone,SNB75,2.0011435
2455,Podophyllotoxin bromide,CTB-1,-2.506414
2456,UMI-77,CTB-1,1.6417933
2457,AZD8055,D-542MG,-0.4189391
2458,Mitoxantrone,CTB-1,-2.0383224
2459,CCT007093,RC-K8,4.8704834
2460,AZD8055,Hs-683,-0.20513868
2461,Piperlongumine,A4-Fuk,1.8753624
2462,GSK2801,MC116,3.6498852
2463,CCT007093,U-87-MG,5.7166996
2464,Dihydrorotenone,D-542MG,1.8212891
2465,Leflunomide,WSU-DLCL2,3.7965078
2466,Bleomycin,D-566MG,1.704073
2467,Bicalutamide,SF539,4.101493
2468,Bicalutamide,LNZTA3WT4,4.5554705
2469,glutathione,D-423MG,9.101778
2470,Bicalutamide,BC-1,3.244976
2471,Elesclomol,MOG-G-CCM,-1.4623771
2472,AZD8055,KNS-42,0.8326254
2473,CCT-018159,DK-MG,3.0209475
2474,Dihydrorotenone,JEKO-1,0.57056236
2475,Fludarabine,D-336MG,5.7505045
2476,743380,NMC-G1,5.540017
2477,Tretinoin,LN-229,4.928443
2478,CHIR-99021,U-118-MG,4.942175
2479,Mitoxantrone,Hs-683,-0.690042
2480,Savolitinib,LNZTA3WT4,1.6895094
2481,AZD5438,D-566MG,0.8212404
2482,CCT007093,M059J,5.382189
2483,L-Oxonoreleagnine,YKG-1,3.1710443
2484,Daporinad,DBTRG-05MG,-0.15656614
2485,A-366,SNB75,4.6404676
2486,Mitoxantrone,MC116,-1.9909978
2487,AZD5438,JM1,0.49017715
2488,OTX015,D-423MG,3.0132027
2489,Bicalutamide,VAL,3.647089
2490,630600,RL,0.15378475
2491,Bromosporine,MOG-G-CCM,2.766492
2492,Teniposide,CRO-AP2,-2.8479228
2493,Gallibiscoquinazole,MC116,1.1202955
2494,Tozasertib,GI-1,1.9131527
2495,729189,JEKO-1,2.7078533
2496,Tozasertib,SK-MG-1,4.186756
2497,Cytarabine,no-10,2.5136757
2498,Bromosporine,Hs-683,2.8989887
2499,AZD8055,SNB75,-0.36422014
2500,Bleomycin,CRO-AP2,2.2689304
2501,AZD1332,JEKO-1,3.1782207
2502,GSK2801,no-10,4.88202
2503,765771,YKG-1,4.0861473
2504,Tretinoin,YH-13,4.049161
2505,Schweinfurthin A,SF295,0.3677702
2506,Romidepsin,KNS-81-FD,-5.376728
2507,Niraparib,LNZTA3WT4,3.779317
2508,AZD1208,SU-DHL-4,3.6193962
2509,Fludarabine,D-502MG,6.273691
2510,Romidepsin,SU-DHL-16,-6.8124356
2511,CHIR-99021,GAMG,4.9979477
2512,AZD5153,KNS-81-FD,5.1094036
2513,Zoledronate,D-502MG,4.1064606
2514,667880,D-247MG,1.5174799
2515,GSK2801,Hs-683,4.880809
2516,AZD8055,MC116,-1.1695738
2517,Alisertib,JEKO-1,0.05272484
2518,Piperlongumine,SLVL,1.9755955
2519,AZD1208,D-423MG,4.367423
2520,AZD1332,D-542MG,3.7206707
2521,Remodelin,H4,4.661112
2522,CPI-637,D-542MG,4.6750097
2523,UNC0638,D-336MG,4.602051
2524,alpha-lipoic acid,SU-DHL-4,6.4393864
2525,LMP744,Hs-683,-2.1597939
2526,Romidepsin,D-423MG,-5.9738116
2527,AZD2014,CRO-AP2,0.34845638
2528,Mitoxantrone,SNB75,1.7993565
2529,Piperlongumine,CAS-1,2.9059706
2530,Zoledronate,NU-DUL-1,2.5357914
2531,alpha-lipoic acid,D-336MG,7.600911
2532,Bicalutamide,KARPAS-422,3.9843988
2533,Tretinoin,SU-DHL-6,2.763115
2534,CHIR-99021,CAS-1,4.9598904
2535,Bicalutamide,GB-1,5.198138
2536,SB505124,SU-DHL-5,1.870367
2537,Elesclomol,D-263MG,-2.2530994
2538,Piperlongumine,H4,1.4436016
2539,Avagacestat,RC-K8,4.436021
2540,Carmustine,KNS-42,6.0235395
2541,776928,MOG-G-UVW,3.3282766
2542,Cisplatin,SF295,2.165986
2543,I-BET-762,MOG-G-CCM,3.485671
2544,BX795,SF539,2.1704664
2545,AZD1332,CRO-AP2,3.1747284
2546,TW 37,U-87-MG,0.87984467
2547,IOX2,LNZTA3WT4,1.8817911
2548,765771,MOG-G-CCM,4.328532
2549,AZD6482,A172,3.8909502
2550,667880,NMC-G1,4.47093
2551,Dacarbazine,no-11,6.137409
2552,TW 37,RC-K8,0.95251656
2553,741909,D-542MG,2.0312033
2554,Tretinoin,SK-MG-1,4.3780203
2555,AZD6482,M059J,3.3497152
2556,CCT-018159,MOG-G-CCM,3.3851156
2557,667880,YKG-1,1.4127569
2558,ML323,WSU-DLCL2,3.9580317
2559,UMI-77,DOHH-2,0.9227562
2560,Zoledronate,SU-DHL-4,2.6031475
2561,Vinblastine,no-11,-1.7842455
2562,BX795,A4-Fuk,1.1304274
2563,PF-4708671,VAL,3.1891766
2564,UMI-77,JEKO-1,1.4525356
2565,741909,JEKO-1,1.3037138
2566,Bicalutamide,H4,4.370796
2567,Elephantin,RL,1.9029961
2568,Obatoclax Mesylate,D-423MG,0.9447918
2569,UMI-77,JM1,1.4175329
2570,ICL-SIRT078,KNS-81-FD,5.643346
2571,Zoledronate,no-10,3.3518648
2572,IOX2,GI-1,1.5611715
2573,LY2109761,MC116,2.584423
2574,Methotrexate,SU-DHL-6,-0.4081874
2575,Elesclomol,LN-229,0.153718
2576,630600,no-11,3.8996964
2577,Acetalax,no-11,5.519862
2578,UNC0379,NU-DUL-1,0.92665863
2579,Cisplatin,KNS-42,3.9164457
2580,630600,D-566MG,1.5039196
2581,720427,no-10,3.5591793
2582,AZD5438,D-542MG,2.335207
2583,AZD8055,SF126,-0.40531588
2584,615590,no-11,4.989173
2585,Elesclomol,42-MG-BA,-2.0686607
2586,UNC0638,KNS-81-FD,5.0005875
2587,GSK269962A,GRANTA-519,2.8547983
2588,GSK2830371,U-87-MG,5.4146833
